"","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_10"
"ywhae",7.82295301292064e-07,2.84320705681248,23.6309848446079,34.5643458848777,31.4127692506682,24.243379654381,17.6478867968406,12.6298692524101,9.04569976340356,6.5349259984435
"ywhag",4.14862574136294e-07,1.93497014786719,15.7717832131415,22.7636521614558,20.5156498576752,15.7444405708563,11.4151081662757,8.14477468377003,5.81980800074373,4.19660881612037
"ywhah",3.6955547797981e-06,1.40047579991022,10.3665327639149,14.9140436470957,13.5004688407689,10.4076396632341,7.57426268532938,5.42079018512208,3.88299550055196,2.80569286637474
"ywhaq",1.41937501509448e-06,1.76601418565353,15.1285964993169,22.479561686802,20.6113300821948,15.996750077637,11.6900087963875,8.38981857853533,6.02193232879582,4.3578807203197
"ywhaz",3.06548139670635e-07,1.42571038353155,11.6616616967882,16.8732373074934,15.2233095153079,11.6883470321226,8.47598343096247,6.04808469071111,4.32164365158222,3.11621016740795
"yy1",1.91862060680097e-07,1.05625557958544,8.789708086501,12.727331253489,11.4688613166705,8.79375688716398,6.36926540241534,4.54020626889386,3.2414228438749,2.33560939907516
"zadh2",2.34262592050807e-07,1.08997605469582,8.97028375077006,13.0724303139278,11.8565531104778,9.13876310510692,6.64662298269748,4.75362738548218,3.40293602798935,2.45744451146887
"zak",4.5055041753361e-08,0.310565822361082,2.61130495675289,3.77356677411107,3.39220243418414,2.59591223235569,1.87736994095778,1.33666761661873,0.953398799582523,0.686446460730202
"zap70",3.44536398386443e-08,0.395111404835051,3.75959187997162,5.75675096225572,5.35356114442282,4.18957804153989,3.07846940537688,2.21805193590686,1.59673251690596,1.15816032116582
"zbed4",5.69899849538746e-09,0.148853157302201,1.36104694874458,2.03821197313912,1.87093191835843,1.45166862433676,1.06020391756192,0.760404407628969,0.545457091829021,0.39450973194396
"zbed5",3.49938901880561e-08,0.172945224313317,1.62728120443285,2.4874842934475,2.30851688788146,1.80284302044433,1.3222084971555,0.951073853006764,0.683670510062548,0.495265605797349
"zbp1",8.34861462922077e-09,0.256183538973067,2.53035244780131,3.90948706711416,3.64784341782577,2.85893735357064,2.10220074124955,1.5151568711511,1.09089660492061,0.791301562853562
"zbtb1",4.29111776387491e-06,0.357555634139944,1.85190493182987,2.350355545798,1.98757930415204,1.46678380033908,1.03530874911839,0.724340283454842,0.509852113496656,0.363302322855892
"zbtb10",3.57655541605333e-08,0.144324896800047,1.05875682481878,1.47944851365773,1.3130601652959,0.998596763544408,0.719637246889058,0.511233352759602,0.364094567730375,0.261864548315555
"zbtb11",4.85729558810161e-08,0.487473174490044,4.22708650265699,6.19942748404957,5.62122357077323,4.32602358853849,3.1410317816617,2.24297174628784,1.60346701450267,1.15657693234207
"zbtb11os1",5.07187515022801e-09,0.0783857721871687,0.776778799973157,1.19499611021315,1.10845329417874,0.864066888833991,0.632472598653459,0.454129781435765,0.325935091903333,0.235792840361674
"zbtb14",5.25760347271758e-08,0.302465006248297,2.43814680992442,3.49733009279753,3.13541134970085,2.39581990501483,1.73090383457851,1.2314443596399,0.877814268306157,0.631711310557666
"zbtb16",1.33401623026754e-08,0.116358536319444,0.979143622934734,1.43707534270258,1.30695238755745,1.0084041213068,0.73364038950137,0.524689679341615,0.375545365284919,0.271141144164178
"zbtb17",2.2451099537056e-08,0.182257802354908,1.32609621848803,1.78639311324536,1.54296044731006,1.15098157431507,0.81780970556054,0.574790718051134,0.405955118544981,0.29002677140286
"zbtb18",1.00074405240144e-07,0.615126968372505,5.12525629029169,7.52468331833754,6.86323508824495,5.31237929070414,3.87615734946846,2.77919434325836,1.993525309063,1.44199805241638
"zbtb20",1.62198190416214e-06,4.36727969230746,36.3414276540448,53.2070307395349,48.3522590104491,37.3020090347805,27.1412506841773,19.4151230709753,13.8996750035514,10.0379127859875
